transaction_date,brand_name,outlet_name,channel,ad_spend,transaction_hour,order_type,total_orders,total_completed_orders,total_sales,total_promo_orders,total_promo_sales,total_non_promo_orders,total_non_promo_sales,platform_promo_spend,clicks,impressions,reach
2020-09-27,Pizzeria,Pizzeria - Central,Platform C,0,16,DELIVERY,1,1,32.11,0,0,1,32.11,0,,,
2020-09-27,Pizzeria,Pizzeria - Central,Platform C,0,18,DELIVERY,7,7,478.3,0,0,7,478.3,0,,,
2020-09-27,Pizzeria,Pizzeria - Central,Platform C,0,17,DELIVERY,1,1,32.11,0,0,1,32.11,0,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,21,DELIVERY,2,2,124.12,1,60.99,1,63.13,15,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,19,DELIVERY,4,4,371.82,1,107,3,264.82,15,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,17,DELIVERY,4,4,222.56,0,0,4,222.56,0,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,18,DELIVERY,2,2,108.6,0,0,2,108.6,0,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,20,DELIVERY,4,4,239.68,1,75.97,3,163.71,15,,,
2020-09-27,Pizzeria,Pizzeria - East,Platform C,0,13,DELIVERY,3,3,138.56,0,0,3,138.56,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,19,DELIVERY,4,3,141.65,0,0,3,141.65,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,13,DELIVERY,4,4,144.8,0,0,4,144.8,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,14,DELIVERY,2,2,48.5,0,0,2,48.5,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,12,DELIVERY,5,5,230.3,2,143.4,3,86.9,14,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,16,DELIVERY,1,1,19.65,0,0,1,19.65,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,17,DELIVERY,4,4,307.2,1,156.55,3,150.65,7,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,18,DELIVERY,2,1,19.7,0,0,1,19.7,0,,,
2020-09-27,Club Street,Club Street - Central,Platform C,0,15,DELIVERY,1,1,20.4,0,0,1,20.4,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,12,DELIVERY,4,4,86.15,0,0,4,86.15,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,19,DELIVERY,7,7,140.5,0,0,7,140.5,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,14,DELIVERY,1,1,26,0,0,1,26,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,18,DELIVERY,1,1,32.3,0,0,1,32.3,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,20,DELIVERY,4,4,142.75,0,0,4,142.75,0,,,
2020-09-27,Club Street,Club Street - East,Platform C,0,13,DELIVERY,4,4,114.6,0,0,4,114.6,0,,,
2020-09-27,The Brunch Place,The Brunch Place - Central,Facebook,0.03,,,,,,,,,,,1,8,8
2020-09-27,The Brunch Place,The Brunch Place - Central,Facebook,5.33,,,,,,,,,,,12,547,542
2020-09-27,The Brunch Place,The Brunch Place - Central,Facebook,15.18,,,,,,,,,,,102,2453,2336
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,0,18,DELIVERY,1,1,19.26,0,0,1,19.26,0,,,
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,0,15,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,0,20,DELIVERY,2,2,55.64,0,0,2,55.64,0,,,
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,0,12,DELIVERY,3,3,59.92,0,0,3,59.92,0,,,
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,0,16,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-27,The Brunch Place,The Brunch Place - East,Platform C,,13,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-09-27,The Beach,The Beach,Facebook,2.88,,,,,,,,,,,8,412,407
2020-09-27,The Beach,The Beach,Facebook,5.46,,,,,,,,,,,13,1037,977
2020-09-27,The Beach,The Beach,Facebook,17.95,,,,,,,,,,,26,2751,2724
2020-09-28,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,3,3,104.86,0,0,3,104.86,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,37.45,0,0,1,37.45,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,2,2,116.63,0,0,2,116.63,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,46.01,0,0,1,46.01,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Facebook,2.59,,,,,,,,,,,5,2538,2507
2020-09-28,Pizzeria,Pizzeria - Central,Facebook,2.91,,,,,,,,,,,2,203,151
2020-09-28,Pizzeria,Pizzeria - Central,Facebook,8.41,,,,,,,,,,,29,767,647
2020-09-28,Pizzeria,Pizzeria - Central,Facebook,20.12,,,,,,,,,,,61,11375,11216
2020-09-28,Pizzeria,Pizzeria - Central,Facebook,42.28,,,,,,,,,,,96,8937,8490
2020-09-28,Pizzeria,Pizzeria - Central,Platform B,0,14,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform B,0,20,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform B,0,12,DELIVERY,1,1,52.43,0,0,1,52.43,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,4,4,205.4,1,50.81,3,154.59,3.49,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,15,DELIVERY,2,2,85.6,0,0,2,85.6,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,21,DELIVERY,6,6,298.54,1,64.2,5,234.34,15,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,16,DELIVERY,2,2,97.37,0,0,2,97.37,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,19,DELIVERY,7,7,569.26,1,107,6,462.26,15,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,17,DELIVERY,2,2,162.64,0,0,2,162.64,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,18,DELIVERY,1,1,60.48,0,0,1,60.48,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,20,DELIVERY,8,8,390.03,0,0,8,390.03,0,,,
2020-09-28,Pizzeria,Pizzeria - Central,Platform C,0,12,DELIVERY,2,2,82.4,1,50.3,1,32.1,15,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,19,DELIVERY,6,6,361.12,0,0,6,361.12,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,18,DELIVERY,6,6,323.66,1,64.2,5,259.46,15,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,21,DELIVERY,2,2,103.78,0,0,2,103.78,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,22,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,17,DELIVERY,1,1,108.07,0,0,1,108.07,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,12,DELIVERY,4,4,245.55,1,50.82,3,194.73,15,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,14,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,20,DELIVERY,3,3,143.9,0,0,3,143.9,0,,,
2020-09-28,Pizzeria,Pizzeria - East,Platform C,0,13,DELIVERY,3,3,147.66,1,52.43,2,95.23,15,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,17,DELIVERY,2,2,42.6,0,0,2,42.6,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,12,DELIVERY,12,12,684.25,3,382.75,9,301.5,21,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,13,DELIVERY,5,5,364.5,3,297,2,67.5,21,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,18,DELIVERY,3,3,234.8,0,0,3,234.8,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,19,DELIVERY,4,3,68,0,0,3,68,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,21,DELIVERY,1,1,17.3,0,0,1,17.3,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,16,DELIVERY,4,4,102.8,0,0,4,102.8,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,15,DELIVERY,2,2,54.7,0,0,2,54.7,0,,,
2020-09-28,Club Street,Club Street - Central,Platform C,0,20,DELIVERY,1,1,34.6,0,0,1,34.6,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,13,DELIVERY,8,8,206.85,0,0,8,206.85,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,17,DELIVERY,1,1,76.3,0,0,1,76.3,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,18,DELIVERY,3,3,137.9,0,0,3,137.9,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,11,DELIVERY,1,1,25.55,0,0,1,25.55,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,19,DELIVERY,2,2,76.15,0,0,2,76.15,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,20,DELIVERY,4,4,85.3,0,0,4,85.3,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,15,DELIVERY,3,3,142.6,0,0,3,142.6,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,14,DELIVERY,5,5,78.3,0,0,5,78.3,0,,,
2020-09-28,Club Street,Club Street - East,Platform C,0,12,DELIVERY,3,3,207.55,0,0,3,207.55,0,,,
2020-09-28,The Brunch Place,The Brunch Place - Central,Facebook,4.94,,,,,,,,,,,14,255,166
2020-09-28,The Brunch Place,The Brunch Place - Central,Facebook,13.79,,,,,,,,,,,64,1255,1088
2020-09-28,The Brunch Place,The Brunch Place - Central,Facebook,21.23,,,,,,,,,,,123,4901,4553
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,0,20,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,0,21,DELIVERY,1,1,12.84,0,0,1,12.84,0,,,
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,0,13,DELIVERY,2,2,37.45,0,0,2,37.45,0,,,
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,0,18,DELIVERY,1,1,28.89,0,0,1,28.89,0,,,
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,0,19,DELIVERY,3,3,145.52,0,0,3,145.52,0,,,
2020-09-28,The Brunch Place,The Brunch Place - East,Platform C,,12,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-09-28,The Beach,The Beach,Facebook,16.14,,,,,,,,,,,46,1911,1611
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,15,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,10,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,86.67,0,0,2,86.67,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,22.47,0,0,1,22.47,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,16,DELIVERY,1,1,108.07,0,0,1,108.07,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,2,2,81.84,0,0,2,81.84,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Facebook,2.59,,,,,,,,,,,5,2821,2780
2020-09-29,Pizzeria,Pizzeria - Central,Facebook,3.1,,,,,,,,,,,0,162,136
2020-09-29,Pizzeria,Pizzeria - Central,Facebook,8.39,,,,,,,,,,,19,764,635
2020-09-29,Pizzeria,Pizzeria - Central,Facebook,20.2,,,,,,,,,,,73,13865,13612
2020-09-29,Pizzeria,Pizzeria - Central,Facebook,42,,,,,,,,,,,102,9685,9354
2020-09-29,Pizzeria,Pizzeria - Central,Platform B,0,16,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform B,0,12,DELIVERY,1,1,41.73,0,0,1,41.73,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform B,0,19,DELIVERY,2,2,56.71,0,0,2,56.71,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,44.94,0,0,1,44.94,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,18,DELIVERY,10,10,530.21,1,64.74,9,465.47,15,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,20,DELIVERY,1,1,42.8,0,0,1,42.8,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,17,DELIVERY,7,7,540.35,2,157.29,5,383.06,30,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,14,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,19,DELIVERY,3,3,240.23,0,0,3,240.23,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,15,DELIVERY,1,1,43.87,0,0,1,43.87,0,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,0,16,DELIVERY,2,2,108.07,1,65.27,1,42.8,15,,,
2020-09-29,Pizzeria,Pizzeria - Central,Platform C,,13,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,13,DELIVERY,4,4,196.34,0,0,4,196.34,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,20,DELIVERY,1,1,82.92,0,0,1,82.92,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,14,DELIVERY,2,2,106.46,0,0,2,106.46,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,12,DELIVERY,4,4,453.68,0,0,4,453.68,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,19,DELIVERY,4,4,182.43,0,0,4,182.43,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,16,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,17,DELIVERY,1,1,74.9,0,0,1,74.9,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,11,DELIVERY,1,1,44.94,0,0,1,44.94,0,,,
2020-09-29,Pizzeria,Pizzeria - East,Platform C,0,18,DELIVERY,5,5,337.04,1,62.59,4,274.45,15,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,12,DELIVERY,3,3,208.15,2,157.55,1,50.6,14,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,18,DELIVERY,2,2,238.6,0,0,2,238.6,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,13,DELIVERY,6,6,402.85,0,0,6,402.85,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,15,DELIVERY,2,2,95.4,0,0,2,95.4,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,16,DELIVERY,3,3,137.9,0,0,3,137.9,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,14,DELIVERY,3,3,132.05,0,0,3,132.05,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,19,DELIVERY,2,2,68.95,0,0,2,68.95,0,,,
2020-09-29,Club Street,Club Street - Central,Platform C,0,17,DELIVERY,4,4,164.5,0,0,4,164.5,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,14,DELIVERY,1,1,6.8,0,0,1,6.8,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,21,DELIVERY,1,1,39.4,0,0,1,39.4,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,15,DELIVERY,1,1,19.7,0,0,1,19.7,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,17,DELIVERY,4,4,178.1,0,0,4,178.1,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,18,DELIVERY,2,2,57.35,0,0,2,57.35,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,13,DELIVERY,3,3,51.8,0,0,3,51.8,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,11,DELIVERY,4,4,207.05,0,0,4,207.05,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,10,DELIVERY,1,0,0,0,0,0,0,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,12,DELIVERY,6,6,162.8,0,0,6,162.8,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,20,DELIVERY,3,3,83.4,0,0,3,83.4,0,,,
2020-09-29,Club Street,Club Street - East,Platform C,0,19,DELIVERY,3,3,104.05,0,0,3,104.05,0,,,
2020-09-29,The Brunch Place,The Brunch Place - Central,Facebook,1.1,,,,,,,,,,,1,28,25
2020-09-29,The Brunch Place,The Brunch Place - Central,Facebook,14.04,,,,,,,,,,,54,1548,1430
2020-09-29,The Brunch Place,The Brunch Place - Central,Facebook,22.54,,,,,,,,,,,147,5110,4852
2020-09-29,The Brunch Place,The Brunch Place - East,Platform C,0,14,DELIVERY,1,1,43.87,0,0,1,43.87,0,,,
2020-09-29,The Brunch Place,The Brunch Place - East,Platform C,0,18,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-29,The Brunch Place,The Brunch Place - East,Platform C,0,19,DELIVERY,2,2,41.73,0,0,2,41.73,0,,,
2020-09-29,The Brunch Place,The Brunch Place - East,Platform C,0,13,DELIVERY,2,2,33.17,0,0,2,33.17,0,,,
2020-09-29,The Brunch Place,The Brunch Place - East,Platform C,0,15,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-09-29,The Beach,The Beach,Facebook,25.17,,,,,,,,,,,34,1735,1535
2020-09-30,Pizzeria,Pizzeria - Central,Platform A,0,19,DELIVERY,1,1,49.22,0,0,1,49.22,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,94.16,0,0,2,94.16,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Facebook,2.5,,,,,,,,,,,7,2173,2144
2020-09-30,Pizzeria,Pizzeria - Central,Facebook,2.91,,,,,,,,,,,1,212,152
2020-09-30,Pizzeria,Pizzeria - Central,Facebook,8.65,,,,,,,,,,,10,745,623
2020-09-30,Pizzeria,Pizzeria - Central,Facebook,19.92,,,,,,,,,,,69,13165,12888
2020-09-30,Pizzeria,Pizzeria - Central,Facebook,40.77,,,,,,,,,,,133,10230,9963
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,14,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,18,DELIVERY,5,5,203.31,0,0,5,203.31,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,12,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,20,DELIVERY,5,5,192.07,0,0,5,192.07,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,13,DELIVERY,1,1,59.92,0,0,1,59.92,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,19,DELIVERY,2,2,66.88,0,0,2,66.88,0,,,
2020-09-30,Pizzeria,Pizzeria - Central,Platform C,0,17,DELIVERY,2,2,134.82,0,0,2,134.82,0,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,0,18,DELIVERY,2,2,77.04,0,0,2,77.04,0,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,0,20,DELIVERY,2,2,78.63,0,0,2,78.63,0,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,0,19,DELIVERY,1,1,95.23,0,0,1,95.23,0,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,0,17,DELIVERY,2,2,79.18,1,64.2,1,14.98,15,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,0,14,DELIVERY,1,1,29.96,0,0,1,29.96,0,,,
2020-09-30,Pizzeria,Pizzeria - East,Platform C,,13,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,19,DELIVERY,2,2,105.9,1,77.7,1,28.2,7,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,12,DELIVERY,6,6,214.4,1,90.7,5,123.7,7,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,14,DELIVERY,2,2,68.2,0,0,2,68.2,0,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,15,DELIVERY,2,2,122.55,1,92.65,1,29.9,7,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,18,DELIVERY,3,3,327.65,2,308.15,1,19.5,14,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,11,DELIVERY,1,1,19.7,0,0,1,19.7,0,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,16,DELIVERY,2,2,96.15,1,78.85,1,17.3,7,,,
2020-09-30,Club Street,Club Street - Central,Platform C,0,13,DELIVERY,1,1,22.9,0,0,1,22.9,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,19,DELIVERY,3,3,69.1,0,0,3,69.1,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,15,DELIVERY,1,1,19.7,0,0,1,19.7,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,14,DELIVERY,2,2,72.35,0,0,2,72.35,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,12,DELIVERY,7,7,200.15,0,0,7,200.15,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,16,DELIVERY,1,1,54.35,0,0,1,54.35,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,13,DELIVERY,1,1,52,0,0,1,52,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,20,DELIVERY,2,2,67.3,0,0,2,67.3,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,18,DELIVERY,4,4,142.3,0,0,4,142.3,0,,,
2020-09-30,Club Street,Club Street - East,Platform C,0,11,DELIVERY,3,3,79.6,0,0,3,79.6,0,,,
2020-09-30,The Brunch Place,The Brunch Place - Central,Facebook,0.85,,,,,,,,,,,1,20,18
2020-09-30,The Brunch Place,The Brunch Place - Central,Facebook,14.06,,,,,,,,,,,61,1584,1478
2020-09-30,The Brunch Place,The Brunch Place - Central,Facebook,22.65,,,,,,,,,,,123,5259,4972
2020-09-30,The Brunch Place,The Brunch Place - East,Platform C,0,12,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-30,The Brunch Place,The Brunch Place - East,Platform C,0,17,DELIVERY,1,1,14.98,0,0,1,14.98,0,,,
2020-09-30,The Brunch Place,The Brunch Place - East,Platform C,0,16,DELIVERY,1,1,54.57,0,0,1,54.57,0,,,
2020-09-30,The Beach,The Beach,Facebook,14.99,,,,,,,,,,,46,2046,1817
2020-10-01,Pizzeria,Pizzeria - Central,Platform A,0,20,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform A,0,18,DELIVERY,2,2,54.03,0,0,2,54.03,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform A,0,14,DELIVERY,1,1,26.75,0,0,1,26.75,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform A,0,17,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Facebook,2.48,,,,,,,,,,,6,2440,2411
2020-10-01,Pizzeria,Pizzeria - Central,Facebook,3.08,,,,,,,,,,,1,236,186
2020-10-01,Pizzeria,Pizzeria - Central,Facebook,8.51,,,,,,,,,,,17,754,618
2020-10-01,Pizzeria,Pizzeria - Central,Facebook,19.98,,,,,,,,,,,67,13596,13544
2020-10-01,Pizzeria,Pizzeria - Central,Facebook,40.32,,,,,,,,,,,99,10425,10208
2020-10-01,Pizzeria,Pizzeria - Central,Platform B,0,17,DELIVERY,1,1,64.2,0,0,1,64.2,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform B,0,13,DELIVERY,1,1,25.68,1,25.68,0,0,1.89,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform B,0,16,DELIVERY,1,1,54.57,1,54.57,0,0,2.69,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,0,16,DELIVERY,2,2,157.29,1,63.13,1,94.16,15,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,0,14,DELIVERY,1,1,49.22,0,0,1,49.22,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,0,13,DELIVERY,1,1,92.02,0,0,1,92.02,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,0,20,DELIVERY,4,4,189.39,0,0,4,189.39,0,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,0,18,DELIVERY,2,2,136.43,1,85.07,1,51.36,8,,,
2020-10-01,Pizzeria,Pizzeria - Central,Platform C,,12,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-10-01,Pizzeria,Pizzeria - East,Platform C,0,21,DELIVERY,1,0,0,0,0,0,0,0,,,
2020-10-01,Pizzeria,Pizzeria - East,Platform C,0,17,DELIVERY,2,2,128.39,2,128.39,0,0,30,,,
2020-10-01,Pizzeria,Pizzeria - East,Platform C,0,19,DELIVERY,4,4,215.07,1,64.2,3,150.87,15,,,
2020-10-01,Pizzeria,Pizzeria - East,Platform C,0,20,DELIVERY,1,1,31.03,0,0,1,31.03,0,,,
2020-10-01,Pizzeria,Pizzeria - East,Platform C,,12,DELIVERY,0,0,0,0,0,0,0,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,18,DELIVERY,2,2,78.4,0,0,2,78.4,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,9,DELIVERY,2,0,0,0,0,0,0,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,19,DELIVERY,3,3,93.45,0,0,3,93.45,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,11,DELIVERY,3,3,161.2,1,85.8,2,75.4,7,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,13,DELIVERY,2,2,208.35,1,186.3,1,22.05,7,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,16,DELIVERY,2,2,59.1,0,0,2,59.1,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,12,DELIVERY,1,1,24.2,0,0,1,24.2,0,,,
2020-10-01,Club Street,Club Street - Central,Platform C,0,14,DELIVERY,2,2,122.5,0,0,2,122.5,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,20,DELIVERY,1,1,42.65,0,0,1,42.65,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,17,DELIVERY,4,4,100.7,0,0,4,100.7,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,12,DELIVERY,7,7,191.35,0,0,7,191.35,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,18,DELIVERY,1,1,39.4,0,0,1,39.4,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,15,DELIVERY,1,1,19.7,0,0,1,19.7,0,,,
2020-10-01,Club Street,Club Street - East,Platform C,0,19,DELIVERY,2,2,90.5,0,0,2,90.5,0,,,
